Time interval,topic90,topic91,topic92,topic93,topic94,topic95,topic96,topic97,topic98,topic99,topic100,topic101,topic102,topic103,topic104,topic105,topic106,topic107,topic108,topic109,topic110,topic111,topic112,topic113,topic114,topic115,topic116,topic117,topic118,topic119,topic120,topic121,topic122,topic123,topic124,topic125,topic126,topic127,topic128,topic129,topic130,topic131,topic132,topic133,topic134,topic135,topic136,topic137,topic138,topic139,topic140,topic141,topic142,topic143,topic144,topic145,topic146,topic147,topic148,topic149,topic150,topic151,topic152,topic153,topic154,topic155,topic156,topic157,topic158,topic159,topic160,topic161,topic162,topic163,topic164,topic165,topic166,topic167,topic168,topic169,topic170,topic171,topic172,topic173,topic174,topic175,topic176,topic177,topic178,topic179,topic180,topic181,topic182,topic183,topic184,topic185,topic186,topic187,topic188,topic189,topic190,topic191,topic192,topic193,topic194,topic195,topic196,topic197,topic198,topic199,topic200,topic201,topic202,topic203,topic204,topic205,topic206,topic207,topic208,topic209,topic210,topic211,topic212,topic213,topic214,topic215,topic216,topic217,topic218,topic219,topic220,topic221,topic222,topic223,topic224,topic225,topic226,topic227,topic228,topic229,topic230,topic231,topic232,topic233,topic234,topic235,topic236,topic237,topic238,topic239,topic240,topic241,topic242,topic243,topic244,topic245,topic246,topic247,topic248,topic249,topic250,topic251,topic252,topic253,topic254,topic255,topic256,topic257,topic258,topic259,topic260,topic261,topic262,topic263,topic264,topic265,topic266,topic267,topic268,topic269,topic270,topic271,topic272,topic273,topic274,topic275,topic276,topic277,topic278,topic279,topic280,topic281,topic282,topic283,topic284,topic285,topic286,topic287,topic288,topic289,topic290,topic291,topic292,topic293,topic294,topic295,topic296,topic297,topic298,topic299,topic300,topic301,topic302,topic303,topic304,topic305
237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,5,6,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,3,4,1,0,2,10,9,3,1,0,12,15,13,7,36,17,23,31,28,30,29,51,70,26,23,15,14,50,22,16,29,27,20,17,14,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,6,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,3,4,1,0,1,10,8,1,1,0,9,13,13,7,32,17,22,30,24,30,29,51,70,28,23,15,14,50,23,17,29,31,21,19,18,27,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,6,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,3,4,0,0,1,10,7,1,0,0,9,13,13,7,31,16,20,27,23,30,29,51,70,28,24,15,14,52,23,17,29,33,26,24,24,29,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,7,3,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,3,3,0,0,1,9,6,1,0,0,6,12,15,7,31,16,19,25,20,26,29,51,71,28,27,15,14,53,26,17,29,34,27,24,26,33,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,8,4,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,5,4,3,3,0,0,1,9,7,3,0,0,4,12,16,6,31,17,17,22,16,24,29,51,71,28,29,15,15,53,26,17,32,35,29,24,27,34,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,5,8,4,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,5,4,3,3,0,0,0,9,6,3,0,0,4,11,18,5,31,16,14,22,15,21,26,51,71,30,29,15,16,53,27,18,32,36,30,24,27,35,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,4,9,5,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,4,4,3,3,0,0,0,8,5,5,0,0,3,10,19,5,31,16,12,20,15,18,21,51,71,31,30,15,17,53,28,19,32,38,31,24,30,36,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,3,9,5,1,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,4,4,3,3,1,0,0,7,4,6,0,0,3,9,21,5,30,16,11,20,14,17,14,51,71,32,32,15,17,54,29,19,32,39,32,26,30,36,20,13,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,3,9,6,1,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,1,0,0,6,4,6,1,0,3,7,25,6,27,13,9,18,13,17,9,44,71,32,34,15,17,54,30,19,33,40,32,26,30,36,20,13,10,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,3,9,6,1,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,2,3,1,0,0,6,3,6,2,0,3,6,25,6,26,13,7,15,13,17,8,40,68,32,34,15,17,54,31,19,34,40,33,26,31,36,20,14,12,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,9,7,1,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,1,0,0,5,4,6,2,0,3,6,25,6,24,13,7,13,12,16,7,37,67,32,34,15,17,54,33,19,34,40,34,26,31,37,21,14,14,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,2,10,7,2,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,4,5,3,4,1,0,0,4,4,6,2,0,2,6,26,6,24,13,7,13,12,12,7,36,64,32,34,15,17,54,33,19,35,40,34,26,31,38,21,15,16,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,1,10,7,2,1,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,5,4,4,1,0,0,3,4,7,2,0,1,6,26,6,20,13,6,12,12,10,6,31,59,32,34,15,17,55,33,19,35,41,34,26,31,38,21,15,19,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,1,10,7,3,1,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,5,4,3,1,0,0,2,4,7,2,0,0,6,28,6,19,12,6,11,9,9,6,29,52,33,35,15,17,55,34,19,35,41,34,26,31,39,21,15,20,20,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,10,7,3,1,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,1,0,0,2,5,9,2,0,0,6,28,6,16,12,4,9,8,8,6,27,42,33,35,15,17,55,36,19,35,41,34,26,31,39,21,18,20,23,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,2,10,7,3,1,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,4,5,2,1,0,0,2,5,9,3,0,0,6,28,6,15,11,4,8,8,8,5,24,33,33,35,15,17,55,37,19,36,41,34,26,31,39,21,19,20,25,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,2,10,7,3,1,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,4,4,2,1,0,0,2,5,9,5,0,0,5,28,6,12,11,4,6,7,7,5,19,29,25,35,15,17,55,38,19,36,41,34,27,31,39,21,19,20,27,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,2,9,7,3,1,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1,0,0,2,5,10,6,0,0,5,27,6,8,11,4,6,7,6,5,16,27,20,29,15,17,55,38,19,37,41,34,27,31,39,21,20,21,31,26,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,9,7,4,1,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1,0,0,1,4,11,6,0,0,5,27,6,6,8,4,6,6,6,4,12,23,20,26,12,15,47,39,19,38,41,34,27,31,39,21,22,21,34,28,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,9,8,4,2,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,1,0,0,1,4,11,6,0,0,5,27,6,5,7,4,5,6,6,4,7,18,17,23,10,14,41,41,19,38,42,34,28,31,39,21,25,21,36,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,9,8,4,3,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,1,0,0,1,4,11,6,0,0,5,26,6,4,7,3,4,5,5,3,7,15,15,21,8,12,38,43,19,40,42,34,28,31,39,21,26,21,39,30,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,8,8,5,3,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,7,2,1,0,0,1,4,11,6,0,0,5,26,6,3,6,3,4,5,4,3,5,13,14,20,7,10,35,41,17,40,42,34,28,31,39,21,28,21,41,32,28,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,8,9,5,3,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,7,2,1,0,0,0,4,11,7,0,0,5,26,6,2,6,3,3,5,4,3,4,13,13,19,7,8,29,39,16,38,42,34,28,31,39,21,29,21,42,33,28,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,9,9,6,3,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,7,2,1,0,0,0,4,11,7,1,0,5,26,6,2,5,3,3,5,2,3,4,10,13,18,6,8,28,36,17,38,40,34,28,31,40,21,30,21,42,36,30,9,8,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,9,9,6,3,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,1,0,0,0,4,11,7,1,0,5,26,6,1,4,3,2,4,2,3,4,9,12,16,4,7,27,34,16,35,37,34,28,31,41,21,33,21,42,37,31,9,12,5,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,7,9,6,3,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,2,0,0,0,4,11,7,2,0,4,26,6,1,4,3,1,3,2,3,3,8,12,14,5,6,24,32,13,30,35,31,28,31,42,21,34,22,42,38,32,11,16,7,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,7,9,6,3,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7,4,2,0,0,0,4,11,8,2,0,2,26,5,1,3,3,1,3,2,2,2,7,11,14,5,5,23,32,13,29,33,31,25,29,41,21,36,22,42,39,32,12,18,8,21,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,7,9,6,3,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,2,0,0,0,4,11,8,2,0,2,24,5,0,3,3,1,3,2,2,2,6,9,14,5,5,22,31,12,28,30,31,21,28,37,20,36,22,46,41,32,14,18,11,22,8,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,7,9,6,3,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,2,0,0,0,4,11,8,2,1,2,24,5,0,3,3,1,2,1,2,2,5,9,13,5,5,20,31,11,29,27,28,20,27,38,18,36,23,47,41,32,15,21,14,25,10,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,7,9,6,3,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,2,0,0,0,4,11,8,2,1,2,24,3,0,3,2,1,2,1,2,2,5,8,12,5,4,19,31,9,28,24,27,17,25,37,16,36,23,49,44,33,16,27,18,25,10,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
